"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography(nm)","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency(MHz)","Cache_Size(MB)","Type_Of_Cache","TDP(Watts)","Max_Memory_Size(GB)","Max_Memory_Bandwidth(GB/s)","Graphics_Base_Frequency(MHz)","Graphics_Max_Dynamic_Frequency(MHz)","Instruction_Set","Recommended_Customer_Price(USD)"
"Intel® Celeron® Processor G Series","Desktop","G3920","Launched",2015,14,2,2,2900,2,"SmartCache",51,64,34.1,350,950,"64-bit",52
"Intel® Celeron® Processor G Series","Embedded","G3902E","Launched",2016,14,2,2,1600,2,"SmartCache",25,64,34.1,350,950,"64-bit",107
"Intel® Celeron® Processor G Series","Desktop","G3930","Launched",2017,14,2,2,2900,2,"Original",51,64,25.6,350,1050,"64-bit",42
"Intel® Celeron® Processor G Series","Desktop","G3930T","Launched",2017,14,2,2,2700,2,"Original",35,64,25.6,350,1000,"64-bit",42
"Intel® Celeron® Processor G Series","Desktop","G3950","Launched",2017,14,2,2,3000,2,"Original",51,64,25.6,350,1050,"64-bit",52
"Intel® Celeron® Processor J Series","Desktop","J1800","Launched",2013,22,2,2,2410,1,"L2",10,8,25.6,688,792,"64-bit",72
"Intel® Celeron® Processor J Series","Desktop","J1900","Launched",2013,22,4,4,2000,2,"L2",10,8,25.6,688,854,"64-bit",82
"Intel® Celeron® Processor J Series","Desktop","J1850","Launched",2013,22,4,4,2000,2,"L2",10,8,25.6,688,792,"64-bit",107
"Intel® Celeron® Processor J Series","Desktop","J3060","Launched",2016,14,2,2,1600,2,"L2",6,8,25.6,320,1050,"64-bit",107
"Intel® Celeron® Processor J Series","Desktop","J3160","Launched",2016,14,4,4,1600,2,"L2",6,8,25.6,320,1050,"64-bit",107
"Intel® Celeron® Processor J Series","Desktop","J3355","Launched",2016,14,2,2,2000,2,"Original",10,8,25.6,250,1050,"64-bit",107
"Intel® Celeron® Processor J Series","Desktop","J3455","Launched",2016,14,4,4,1500,2,"Original",10,8,25.6,250,1050,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2806","Launched",2013,22,2,2,1600,1,"Original",4.5,4,25.6,313,756,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2807","Launched",2014,22,2,2,1580,1,"Original",4.3,4,25.6,313,750,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2808","Launched",2014,22,2,2,1580,1,"L2",4.5,4,10.66,311,792,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2810","Launched",2013,22,2,2,2000,1,"Original",7.5,8,25.6,313,756,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2815","Launched",2013,22,2,2,1860,1,"Original",7.5,8,25.6,313,756,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2820","Launched",2013,22,2,2,2130,1,"Original",7.5,8,25.6,313,756,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2830","Launched",2014,22,2,2,2160,1,"Original",7.5,8,25.6,313,750,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2840","Launched",2014,22,2,2,2160,1,"L2",7.5,8,21.32,311,792,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2910","Launched",2013,22,4,4,1600,2,"Original",7.5,8.79,25.6,313,756,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2920","End of Life",2013,22,4,4,1860,2,"Original",7.5,8,25.6,313,844,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2930","Launched",2014,22,4,4,1830,2,"Original",7.5,8,25.6,313,854,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N2940","Launched",2014,22,4,4,1830,2,"L2",7.5,8,21.32,313,854,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N3450","Launched",2016,14,4,4,1100,2,"L2",6,8,25.6,200,1050,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N3350","Launched",2016,14,2,2,1100,2,"L2",6,8,25.6,200,1050,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N3160","Launched",2016,14,4,4,1600,2,"L2",6,8,25.6,320,1050,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N3150","Launched",2015,14,4,4,1600,2,"L2",6,8,25.6,320,1050,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N3060","Launched",2016,14,2,2,1600,2,"L2",6,8,25.6,320,1050,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N3050","Launched",2015,14,2,2,1600,2,"L2",6,8,25.6,320,1050,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N3010","Launched",2016,14,2,2,1040,2,"L2",4,8,25.6,320,1050,"64-bit",107
"Intel® Celeron® Processor N Series","Mobile","N3000","Launched",2015,14,2,2,1040,2,"L2",4,8,25.6,320,1050,"64-bit",107
"Intel® Celeron® Processor 3000 Series","Mobile","3215U","Launched",2015,14,2,2,1700,2,"Original",15,16,25.6,300,850,"64-bit",107
"Intel® Celeron® Processor 3000 Series","Mobile","3755U","Launched",2015,14,2,2,1700,2,"Original",15,16,25.6,100,800,"64-bit",107
"Intel® Celeron® Processor 3000 Series","Mobile","3765U","Launched",2015,14,2,2,1900,2,"Original",15,16,25.6,300,850,"64-bit",107
"Intel® Celeron® Processor 3000 Series","Mobile","3855U","Launched",2015,14,2,2,1600,2,"SmartCache",15,32,34.1,300,900,"64-bit",107
"Intel® Celeron® Processor 3000 Series","Mobile","3955U","Launched",2015,14,2,2,2000,2,"SmartCache",15,32,34.1,300,900,"64-bit",107
"Intel® Celeron® Processor 3000 Series","Mobile","3865U","Launched",2017,14,2,2,1800,2,"SmartCache",15,32,34.1,300,900,"64-bit",107
"Intel® Celeron® Processor 3000 Series","Mobile","3965Y","Launched",2017,14,2,2,1500,2,"SmartCache",6,16,29.8,300,850,"64-bit",107
"Intel® Celeron® Processor 3000 Series","Mobile","3965U","Launched",2017,14,2,2,2200,2,"SmartCache",15,32,34.1,300,900,"64-bit",107
"7th Generation Intel® Core™ i5 Processors","Mobile","i5-7Y54","Launched",2016,14,2,4,1200,4,"SmartCache",4.5,16,29.8,300,950,"64-bit",281
"7th Generation Intel® Core™ i5 Processors","Mobile","i5-7200U","Launched",2016,14,2,4,2500,3,"SmartCache",15,32,34.1,300,1000,"64-bit",281
"7th Generation Intel® Core™ i5 Processors","Mobile","i5-7260U","Launched",2017,14,2,4,2200,4,"Original",15,32,34.1,300,950,"64-bit",304
"7th Generation Intel® Core™ i5 Processors","Mobile","i5-7267U","Launched",2017,14,2,4,3100,4,"Original",28,32,34.1,300,1050,"64-bit",250
"7th Generation Intel® Core™ i5 Processors","Mobile","i5-7287U","Launched",2017,14,2,4,3300,4,"Original",28,32,34.1,300,1100,"64-bit",250
"7th Generation Intel® Core™ i5 Processors","Mobile","i5-7300HQ","Launched",2017,14,4,4,2500,6,"Original",45,64,34.1,350,1000,"64-bit",250
"7th Generation Intel® Core™ i5 Processors","Mobile","i5-7300U","Launched",2017,14,2,4,2600,3,"SmartCache",15,32,34.1,300,1100,"64-bit",281
"7th Generation Intel® Core™ i5 Processors","Mobile","i5-7360U","Launched",2017,14,2,4,2300,4,"Original",15,32,34.1,300,1000,"64-bit",304
"7th Generation Intel® Core™ i5 Processors","Desktop","i5-7400","Launched",2017,14,4,4,3000,6,"SmartCache",65,64,25.6,350,1000,"64-bit",182
"7th Generation Intel® Core™ i5 Processors","Desktop","i5-7400T","Launched",2017,14,4,4,2400,6,"SmartCache",35,64,25.6,350,1000,"64-bit",184.5
"7th Generation Intel® Core™ i5 Processors","Embedded","i5-7440EQ","Launched",2017,14,4,4,2900,6,"Original",45,64,34.1,350,1000,"64-bit",250
"7th Generation Intel® Core™ i5 Processors","Mobile","i5-7440HQ","Launched",2017,14,4,4,2800,6,"Original",45,64,34.1,350,1000,"64-bit",250
"7th Generation Intel® Core™ i5 Processors","Embedded","i5-7442EQ","Launched",2017,14,4,4,2100,6,"Original",25,64,34.1,350,1000,"64-bit",250
"7th Generation Intel® Core™ i5 Processors","Desktop","i5-7500T","Launched",2017,14,4,4,2700,6,"SmartCache",35,64,25.6,350,1100,"64-bit",197
"7th Generation Intel® Core™ i5 Processors","Desktop","i5-7500","Launched",2017,14,4,4,3400,6,"SmartCache",65,64,25.6,350,1100,"64-bit",197
"7th Generation Intel® Core™ i5 Processors","Desktop","i5-7600","Launched",2017,14,4,4,3500,6,"SmartCache",65,64,25.6,350,1150,"64-bit",218.5
"7th Generation Intel® Core™ i5 Processors","Desktop","i5-7600T","Launched",2017,14,4,4,2800,6,"SmartCache",35,64,25.6,350,1100,"64-bit",218.5
"7th Generation Intel® Core™ i5 Processors","Desktop","i5-7600K","Launched",2017,14,4,4,3800,6,"SmartCache",91,64,25.6,350,1150,"64-bit",242.5
"Intel® Core™ X-series Processors","Mobile","i7-3920XM","Launched",2012,22,4,8,2900,8,"SmartCache",55,32,25.6,650,1300,"64-bit",1096
"Intel® Core™ X-series Processors","Desktop","i7-3930K","End of Life",2011,32,6,12,3200,12,"SmartCache",130,64.23,51.2,350,1050,"64-bit",594
"Intel® Core™ X-series Processors","Mobile","i7-3940XM","Launched",2012,22,4,8,3000,8,"SmartCache",55,32,25.6,650,1350,"64-bit",1096
"Intel® Core™ X-series Processors","Desktop","i7-3960X","End of Life",2011,32,6,12,3300,15,"SmartCache",130,64,51.2,350,1050,"64-bit",1059
"Intel® Core™ X-series Processors","Desktop","i7-3970X","End of Life",2012,32,6,12,3500,15,"SmartCache",150,64.45,51.2,350,1050,"64-bit",1059
"Intel® Core™ X-series Processors","Desktop","i7-4820K","End of Life",2013,22,4,8,3700,10,"SmartCache",130,64,59.7,350,1050,"64-bit",332
"Intel® Core™ X-series Processors","Mobile","i7-4930MX","Launched",2013,22,4,8,3000,8,"SmartCache",57,32,25.6,400,1350,"64-bit",594
"Intel® Core™ X-series Processors","Desktop","i7-4930K","End of Life",2013,22,6,12,3400,12,"SmartCache",130,64,59.7,350,1050,"64-bit",594
"Intel® Core™ X-series Processors","Mobile","i7-4940MX","Launched",2014,22,4,8,3100,8,"SmartCache",57,32,25.6,400,1350,"64-bit",1059
"Intel® Core™ X-series Processors","Desktop","i7-4960X","End of Life",2013,22,6,12,3600,15,"SmartCache",130,64,59.7,350,1050,"64-bit",1059
"Intel® Core™ X-series Processors","Desktop","i7-5820K","Launched",2014,22,6,12,3300,15,"SmartCache",140,64,68,350,1050,"64-bit",392.5
"Intel® Core™ X-series Processors","Desktop","i7-5930K","Launched",2014,22,6,12,3500,15,"SmartCache",140,64,68,350,1050,"64-bit",588.5
"Intel® Core™ X-series Processors","Desktop","i7-5960X","Launched",2014,22,8,16,3000,20,"SmartCache",140,64,68,350,1050,"64-bit",1029
"Intel® Core™ X-series Processors","Desktop","i7-6800K","Launched",2016,14,6,12,3400,15,"Original",140,128,25.6,350,1050,"64-bit",437.5
"Intel® Core™ X-series Processors","Desktop","i7-6850K","Launched",2016,14,6,12,3600,15,"Original",140,128,25.6,350,1050,"64-bit",622.5
"Intel® Core™ X-series Processors","Desktop","i7-6900K","Launched",2016,14,8,16,3200,20,"Original",140,128,25.6,350,1050,"64-bit",1099
"Intel® Core™ X-series Processors","Desktop","i7-6950X","Launched",2016,14,10,20,3000,25,"Original",140,128,25.6,350,1050,"64-bit",1733
"Intel® Core™ X-series Processors","Desktop","i5-7640X","Launched",2017,14,4,4,4000,6,"Original",112,64,25.6,350,1050,"64-bit",242.5
"Intel® Core™ X-series Processors","Desktop","i7-7740X","Launched",2017,14,4,8,4300,8,"Original",112,64,25.6,350,1050,"64-bit",344.5
"Intel® Core™ X-series Processors","Desktop","i7-7800X","Launched",2017,14,6,12,3500,8.25,"L3",140,128,25.6,350,1050,"64-bit",386
"Intel® Core™ X-series Processors","Desktop","i9-7900X","Launched",2017,14,10,20,3300,13.75,"L3",140,128,25.6,350,1050,"64-bit",994
"Intel® Core™ X-series Processors","Desktop","i7-7820X","Launched",2017,14,8,16,3600,11,"L3",140,128,25.6,350,1050,"64-bit",594
"Intel® Core™ X-series Processors","Desktop","i9-7920X","Launched",2017,14,12,24,2900,16.5,"L3",140,128,25.6,350,1050,"64-bit",1194
"8th Generation Intel® Core™ i7 Processors","Mobile","i7-8650U","Launched",2017,14,4,8,1900,8,"SmartCache",15,32,34.1,300,1150,"64-bit",409
"8th Generation Intel® Core™ i5 Processors","Mobile","i5-8350U","Launched",2017,14,4,8,1700,6,"SmartCache",15,32,34.1,300,1100,"64-bit",297
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7500U","Launched",2016,14,2,4,2700,4,"SmartCache",15,32,34.1,300,1050,"64-bit",393
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7560U","Launched",2017,14,2,4,2400,4,"Original",15,32,34.1,300,1050,"64-bit",415
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7567U","Launched",2017,14,2,4,3500,4,"Original",28,32,34.1,300,1150,"64-bit",393
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7600U","Launched",2017,14,2,4,2800,4,"SmartCache",15,32,34.1,300,1150,"64-bit",393
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7660U","Launched",2017,14,2,4,2500,4,"Original",15,32,34.1,300,1100,"64-bit",415
"7th Generation Intel® Core™ i7 Processors","Desktop","i7-7700T","Launched",2017,14,4,8,2900,8,"SmartCache",35,64,25.6,350,1150,"64-bit",307.5
"7th Generation Intel® Core™ i7 Processors","Desktop","i7-7700K","Launched",2017,14,4,8,4200,8,"SmartCache",91,64,25.6,350,1150,"64-bit",344.5
"7th Generation Intel® Core™ i7 Processors","Desktop","i7-7700","Launched",2017,14,4,8,3600,8,"SmartCache",65,64,25.6,350,1150,"64-bit",307.5
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7700HQ","Launched",2017,14,4,8,2800,6,"Original",45,64,34.1,350,1100,"64-bit",378
"7th Generation Intel® Core™ i7 Processors","Embedded","i7-7820EQ","Launched",2017,14,4,8,3000,8,"Original",45,64,34.1,350,1000,"64-bit",378
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7820HK","Launched",2017,14,4,8,2900,8,"Original",45,64,34.1,350,1100,"64-bit",378
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7820HQ","Launched",2017,14,4,8,2900,8,"Original",45,64,34.1,350,1100,"64-bit",378
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7920HQ","Launched",2017,14,4,8,3100,8,"Original",45,64,34.1,350,1100,"64-bit",568
"Intel® Quark™ SoC X1000 Series","Embedded","X1021D","Launched",2014,32,1,1,400,0.015625,"Original",2.2,2,1.6,350,1050,"32-bit",12.85
"Legacy Intel Atom® Processors","Embedded","E620","Launched",2010,45,1,2,600,0.5,"L2",3.3,2,25.6,320,1050,"32-bit",19
"Intel® Atom™ Processor N Series","Mobile","N2600","Launched",2011,32,2,4,1600,1,"L2",3.5,2.44,25.6,400,1050,"64-bit",42
"Intel® Atom™ Processor E Series","Embedded","E3805","Launched",2014,22,2,2,1330,1,"L2",3,8,25.6,350,1050,"64-bit",31
"Intel® Atom™ Processor D Series","Desktop","D2500","End of Interactive Support",2011,32,2,2,1860,1,"L2",10,4,6.4,400,1050,"64-bit",42
"Intel® Itanium® Processor 9100 Series","Server","9110N","End of Life",2007,90,1,2,1600,12,"L3",75,32,25.6,350,1050,"64-bit",696
"Intel® Itanium® Processor 9300 Series","Server","9310","End of Life",2010,65,2,4,1600,10,"L3",130,32,25.6,350,1050,"64-bit",946
"Intel® Itanium® Processor 9300 Series","Server","9320","End of Life",2010,65,4,8,1330,16,"L3",155,32,25.6,350,1050,"64-bit",1614
"Intel® Itanium® Processor 9300 Series","Server","9330","End of Life",2010,65,4,8,1460,20,"L3",155,32,25.6,350,1050,"64-bit",2059
"Intel® Itanium® Processor 9300 Series","Server","9340","End of Life",2010,65,4,8,1600,20,"L3",185,32,25.6,350,1050,"64-bit",2059
"Intel® Itanium® Processor 9300 Series","Server","9350","End of Life",2010,65,4,8,1730,24,"L3",185,32,25.6,350,1050,"64-bit",3838
"Intel® Itanium® Processor 9100 Series","Server","9120N","End of Life",2007,90,2,4,1420,12,"L3",104,32,25.6,350,1050,"64-bit",910
"Intel® Itanium® Processor 9100 Series","Server","9130M","End of Life",2007,90,2,4,1660,8,"L3",104,32,25.6,350,1050,"64-bit",1552
"Intel® Itanium® Processor 9100 Series","Server","9140M","End of Life",2007,90,2,4,1660,18,"L3",104,32,25.6,350,1050,"64-bit",1980
"Intel® Itanium® Processor 9100 Series","Server","9140N","End of Life",2007,90,2,4,1600,18,"L3",104,32,25.6,350,1050,"64-bit",1980
"Intel® Itanium® Processor 9100 Series","Server","9150M","End of Life",2007,90,2,4,1660,24,"L3",104,32,25.6,350,1050,"64-bit",3692
"Intel® Itanium® Processor 9100 Series","Server","9150N","End of Life",2007,90,2,4,1600,24,"L3",104,32,25.6,350,1050,"64-bit",3692
"Intel® Itanium® Processor 9100 Series","Server","9152M","End of Life",2007,90,2,4,1660,24,"L3",104,32,25.6,350,1050,"64-bit",3692
"Intel® Itanium® Processor 9000 Series","Server","9015","End of Life",2007,90,2,4,1400,12,"L2",104,32,25.6,350,1050,"64-bit",43
"Intel® Atom™ Processor C Series","Server","C2350","Launched",2013,22,2,2,1700,1,"Original",6,16,10.7,350,1050,"64-bit",43
"Intel® Atom™ Processor C Series","Server","C2530","Launched",2013,22,4,4,1700,2,"Original",9,32,21.3,350,1050,"64-bit",70
"Intel® Atom™ Processor C Series","Server","C2550","Launched",2013,22,4,4,2400,2,"Original",14,64,25.6,350,1050,"64-bit",86
"Intel® Atom™ Processor C Series","Server","C2730","Launched",2013,22,8,8,1700,4,"Original",12,32,25.6,350,1050,"64-bit",150
"Intel® Atom™ Processor C Series","Server","C2750","Launched",2013,22,8,8,2400,4,"Original",20,64,25.6,350,1050,"64-bit",171
"Intel® Atom™ Processor C Series","Embedded","C2338","Launched",2013,22,2,2,1700,1,"Original",7,16,25.6,350,1050,"64-bit",60
"Intel® Atom™ Processor C Series","Embedded","C2358","Launched",2013,22,2,2,1700,1,"Original",7,16,25.6,350,1050,"64-bit",60
"Intel® Atom™ Processor C Series","Embedded","C2518","Launched",2013,22,4,4,1700,2,"Original",13,32,25.6,350,1050,"64-bit",91
"Intel® Atom™ Processor C Series","Embedded","C2538","Launched",2013,22,4,4,2400,2,"Original",15,64,25.6,350,1050,"64-bit",104
"Intel® Atom™ Processor C Series","Embedded","C2558","Launched",2013,22,4,4,2400,2,"Original",15,64,25.6,350,1050,"64-bit",104
"Intel® Atom™ Processor C Series","Embedded","C2718","Launched",2013,22,8,8,2000,4,"Original",18,32,25.6,350,1050,"64-bit",182
"Intel® Atom™ Processor C Series","Embedded","C2758","Launched",2013,22,8,8,2400,4,"Original",20,64,25.6,350,1050,"64-bit",208
"Intel® Atom™ Processor C Series","Embedded","C2738","Launched",2013,22,8,8,2400,4,"Original",20,64,25.6,350,1050,"64-bit",208
"Intel® Atom™ Processor C Series","Server","C3958","Launched",2017,14,16,16,2000,16,"Original",31,256,25.6,350,1050,"64-bit",449
"Intel® Atom™ Processor C Series","Server","C3955","Launched",2017,14,16,16,2100,16,"Original",32,256,25.6,350,1050,"64-bit",434
"Intel® Atom™ Processor C Series","Server","C3950","Launched",2017,14,16,16,1700,16,"Original",24,256,25.6,350,1050,"64-bit",389
"Intel® Atom™ Processor C Series","Server","C3830","Launched",2017,14,12,12,1900,12,"Original",21.5,256,25.6,350,1050,"64-bit",289
"Intel® Atom™ Processor C Series","Server","C3858","Launched",2017,14,12,12,2000,12,"Original",25,256,25.6,350,1050,"64-bit",332
"Intel® Atom™ Processor C Series","Server","C3850","Launched",2017,14,12,12,2100,12,"Original",25,256,25.6,350,1050,"64-bit",323
"Intel® Atom™ Processor C Series","Server","C3808","Launched",2017,14,12,12,2000,12,"Original",25,256,25.6,350,1050,"64-bit",369
"Intel® Atom™ Processor C Series","Server","C3758","Launched",2017,14,8,8,2200,16,"Original",25,256,25.6,350,1050,"64-bit",193
"Intel® Atom™ Processor C Series","Server","C3750","Launched",2017,14,8,8,2200,16,"Original",21,256,25.6,350,1050,"64-bit",171
"Intel® Atom™ Processor C Series","Server","C3708","Launched",2017,14,8,8,1700,16,"Original",17,256,25.6,350,1050,"64-bit",209
"Intel® Atom™ Processor C Series","Server","C3558","Launched",2017,14,4,4,2200,8,"Original",16,256,25.6,350,1050,"64-bit",86
"Intel® Atom™ Processor C Series","Server","C3538","Launched",2017,14,4,4,2100,8,"Original",15,256,25.6,350,1050,"64-bit",75
"Intel® Atom™ Processor C Series","Server","C3508","Launched",2017,14,4,4,1600,8,"Original",11.5,256,25.6,350,1050,"64-bit",86
"Intel® Atom™ Processor C Series","Server","C3338","Launched",2017,14,2,2,1500,4,"Original",9,128,25.6,350,1050,"64-bit",27
"Intel® Atom™ Processor C Series","Server","C3308","Launched",2017,14,2,2,1600,4,"Original",9.5,128,25.6,350,1050,"64-bit",32
"Intel® Atom™ Processor D Series","Desktop","D2550","End of Interactive Support",2012,32,2,4,1860,1,"L2",10,4,6.4,640,1050,"64-bit",47
"Intel® Atom™ Processor D Series","Desktop","D2700","End of Interactive Support",2011,32,2,4,2130,1,"L2",10,4,6.4,640,1050,"64-bit",47
"Intel® Atom™ Processor E Series","Embedded","E3815","Launched",2013,22,1,1,1460,0.5,"L2",5,8,25.6,400,1050,"64-bit",31
"Intel® Atom™ Processor E Series","Embedded","E3825","Launched",2013,22,2,2,1330,1,"L2",6,8,25.6,533,1050,"64-bit",34
"Intel® Atom™ Processor E Series","Embedded","E3826","Launched",2013,22,2,2,1460,1,"L2",7,8,25.6,533,1050,"64-bit",37
"Intel® Atom™ Processor E Series","Embedded","E3827","Launched",2013,22,2,2,1750,1,"L2",8,8,25.6,542,1050,"64-bit",41
"Intel® Atom™ Processor E Series","Embedded","E3845","Launched",2013,22,4,4,1910,2,"L2",10,8,25.6,542,1050,"64-bit",52
"Intel® Atom™ Processor N Series","Mobile","N2800","Launched",2011,32,2,4,1860,1,"L2",6.5,4.88,25.6,640,1050,"64-bit",47
"Intel® Atom™ Processor S Series","Server","S1220","End of Life",2012,32,2,4,1600,1,"Original",8.1,8,10.6,350,1050,"64-bit",54
"Intel® Atom™ Processor S Series","Server","S1240","End of Life",2012,32,2,4,1600,1,"Original",6.1,8,10.6,350,1050,"64-bit",64
"Intel® Atom™ Processor S Series","Server","S1260","End of Life",2012,32,2,4,2000,1,"Original",8.5,8,10.6,350,1050,"64-bit",80
"Intel® Atom™ Processor S Series","Server","S1269","Launched",2013,32,2,4,1600,1,"Original",11.7,8,25.6,350,1050,"64-bit",80
"Intel® Atom™ Processor S Series","Server","S1279","Launched",2013,32,2,4,1600,1,"Original",13.1,8,25.6,350,1050,"64-bit",103
"Intel® Atom™ Processor S Series","Server","S1289","Launched",2013,32,2,4,2000,1,"Original",14.1,8,25.6,350,1050,"64-bit",120
"Intel® Atom™ Processor X Series","Embedded","E8000","Launched",2016,14,4,4,1040,2,"Original",5,8,25.6,320,1050,"64-bit",39
"Intel® Atom™ Processor X Series","Embedded","E3930","Announced",2016,14,2,2,1300,2,"L2",6.5,8,34.1,400,1050,"64-bit",39
