"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography(nm)","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency(MHz)","Cache_Size(MB)","Type_Of_Cache","TDP(Watts)","Max_Memory_Size(GB)","Max_Memory_Bandwidth(GB/s)","Graphics_Base_Frequency(MHz)","Graphics_Max_Dynamic_Frequency(MHz)","Instruction_Set","Recommended_Customer_Price(USD)"
"Legacy Intel® Celeron® Processor","Mobile","B720","Launched",2012,32,1,1,1700,1.5,"L3",35,16,21.3,650,1000,"64-bit",37
"Legacy Intel® Celeron® Processor","Desktop","G460","End of Life",2011,32,1,2,1800,1.5,"SmartCache",35,32,17,650,1000,"64-bit",37
"Legacy Intel® Celeron® Processor","Desktop","E3400","End of Interactive Support",2010,45,2,4,2600,1,"SmartCache",65,32,25.6,350,1050,"64-bit",42
"Legacy Intel® Celeron® Processor","Mobile","T3500","End of Interactive Support",2010,45,2,4,2100,1,"Original",35,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Mobile","T1600","End of Interactive Support",2008,65,2,4,1660,1,"L2",35,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Desktop","E1200","End of Interactive Support",2008,65,2,4,1600,0.5,"L2",65,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Mobile","560","End of Interactive Support",2008,65,1,2,2130,1,"L2",31,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Mobile","440","End of Interactive Support",2006,65,1,2,1860,1,"L2",27,32,25.6,350,1050,"32-bit",37
"Legacy Intel® Celeron® Processor","Desktop","320","End of Interactive Support",2004,90,1,2,2400,0.25,"L2",73,32,25.6,350,1050,"32-bit",37
"Legacy Intel® Celeron® Processor","Desktop","G465","End of Life",2012,32,1,2,1900,1.5,"SmartCache",35,32,17,650,1000,"64-bit",37
"Legacy Intel® Celeron® Processor","Mobile","887","Launched",2012,32,2,2,1500,2,"L3",17,16,21.3,350,1000,"64-bit",134
"Legacy Intel® Celeron® Processor","Mobile","P4600","End of Interactive Support",2010,32,2,2,2000,2,"SmartCache",35,8,17.1,500,667,"64-bit",134
"Legacy Intel® Celeron® Processor","Mobile","U3600","End of Interactive Support",2011,32,2,2,1200,2,"SmartCache",18,8,12.8,166,500,"64-bit",134
"Legacy Intel® Celeron® Processor","Mobile","T3300","End of Interactive Support",2010,45,2,4,2000,1,"Original",35,32,25.6,350,1050,"64-bit",47
"Legacy Intel® Celeron® Processor","Desktop","E3300","End of Interactive Support",2009,45,2,4,2500,1,"L2",65,32,25.6,350,1050,"64-bit",47
"Legacy Intel® Celeron® Processor","Mobile","900","End of Interactive Support",2009,45,1,2,2200,1,"L2",35,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Mobile","743","End of Interactive Support",2009,45,1,2,1300,1,"L2",10,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Mobile","570","End of Interactive Support",2008,65,1,2,2260,1,"L2",31,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Desktop","E1400","End of Interactive Support",2008,65,2,4,2000,0.5,"L2",65,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Desktop","440","End of Interactive Support",2006,65,1,2,2000,0.5,"L2",35,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Desktop","315J","End of Interactive Support",2004,90,1,2,2260,0.25,"L2",73,32,25.6,350,1050,"32-bit",37
"Legacy Intel® Celeron® Processor","Desktop","G470","Launched",2013,32,1,2,2000,1.5,"SmartCache",35,32,17,650,1000,"64-bit",37
"Legacy Intel® Celeron® Processor","Mobile","787","Launched",2011,32,1,1,1300,1.5,"L3",17,16,21.3,350,950,"64-bit",105
"Legacy Intel® Celeron® Processor","Mobile","925","Launched",2011,45,1,2,2300,1,"L2",35,32,25.6,350,1050,"64-bit",105
"Legacy Intel® Celeron® Processor","Mobile","U3405","End of Interactive Support",2010,32,2,2,1060,2,"Original",18,8,17.1,166,500,"64-bit",105
"Legacy Intel® Celeron® Processor","Mobile","P4505","End of Interactive Support",2010,32,2,2,1860,2,"SmartCache",35,8,17.1,500,667,"64-bit",68
"Legacy Intel® Celeron® Processor","Desktop","E3200","End of Interactive Support",2009,45,2,4,2400,1,"L2",65,32,25.6,350,1050,"64-bit",47
"Legacy Intel® Celeron® Processor","Mobile","723","End of Interactive Support",2008,45,1,2,1200,1,"L2",10,32,25.6,350,1050,"64-bit",87
"Legacy Intel® Celeron® Processor","Mobile","575","End of Interactive Support",2006,65,1,2,2000,1,"L2",31,32,25.6,350,1050,"64-bit",47
"Legacy Intel® Celeron® Processor","Desktop","E1500","End of Life",2006,65,2,4,2200,0.5,"L2",65,32,25.6,350,1050,"64-bit",47
"Legacy Intel® Celeron® Processor","Desktop","430","End of Interactive Support",2007,65,1,2,1800,0.5,"L2",35,32,25.6,350,1050,"64-bit",37
"Legacy Intel® Celeron® Processor","Mobile","530","End of Interactive Support",2006,65,1,2,1730,1,"L2",30,32,25.6,350,1050,"64-bit",153
"Legacy Intel® Celeron® Processor","Mobile","320","End of Interactive Support",2003,130,1,2,1300,0.5,"L2",24.5,32,25.6,350,1050,"32-bit",153
"Legacy Intel® Celeron® Processor","Desktop","315","End of Interactive Support",2004,90,1,2,2260,0.25,"L2",73,32,25.6,350,1050,"32-bit",153
"Legacy Intel® Celeron® Processor","Mobile","797","Launched",2012,32,1,1,1400,1.5,"L3",17,16,21.3,350,950,"64-bit",153
"Legacy Intel® Celeron® Processor","Mobile","U3400","End of Interactive Support",2010,32,2,2,1060,2,"SmartCache",18,8,12.8,166,500,"64-bit",153
"Legacy Intel® Celeron® Processor","Embedded","P1053","Launched",2010,45,1,2,1330,2,"L3",30,32,25.6,350,1050,"64-bit",153
"Legacy Intel® Celeron® Processor","Mobile","P4500","End of Interactive Support",2010,32,2,2,1860,2,"SmartCache",35,8,17.1,500,667,"64-bit",68
"Legacy Intel® Celeron® Processor","Mobile","T3100","End of Interactive Support",2008,45,2,4,1900,1,"L2",35,32,25.6,350,1050,"64-bit",62
"Legacy Intel® Celeron® Processor","Mobile","722","End of Interactive Support",2008,45,1,2,1200,1,"L2",5.5,32,25.6,350,1050,"64-bit",161
"Legacy Intel® Celeron® Processor","Mobile","585","End of Interactive Support",2008,65,1,2,2160,1,"L2",31,32,25.6,350,1050,"64-bit",58
"Legacy Intel® Celeron® Processor","Desktop","E1600","End of Interactive Support",2009,65,2,4,2400,0.5,"L2",65,32,25.6,350,1050,"64-bit",58
"Legacy Intel® Celeron® Processor","Desktop","220","End of Interactive Support",2007,65,1,2,1200,0.5,"L2",19,32,25.6,350,1050,"64-bit",58
"Legacy Intel® Celeron® Processor","Desktop","420","End of Interactive Support",2007,65,1,2,1600,0.5,"L2",35,32,25.6,350,1050,"64-bit",58
"Legacy Intel® Celeron® Processor","Mobile","520","End of Interactive Support",2007,65,1,2,1600,1,"L2",30,32,25.6,350,1050,"64-bit",58
"Legacy Intel® Celeron® Processor","Desktop","310","End of Interactive Support",2005,90,1,2,2130,0.25,"L2",73,32,25.6,350,1050,"32-bit",58
"Intel® Xeon® Processor E7 v4 Family","Server","E7-4830V4","Launched",2016,14,14,28,2000,35,"Original",115,3143.68,85,350,1050,"64-bit",2170
"Intel® Xeon® Processor E7 v4 Family","Server","E7-4820V4","Launched",2016,14,10,20,2000,25,"Original",115,3143.68,85,350,1050,"64-bit",1502
"Intel® Xeon® Processor E7 v4 Family","Server","E7-4850V4","Launched",2016,14,16,32,2100,40,"Original",115,3143.68,85,350,1050,"64-bit",3003
"Intel® Xeon® Processor E7 v4 Family","Server","E7-8860V4","Launched",2016,14,18,36,2200,45,"Original",140,3143.68,85,350,1050,"64-bit",4061
"Intel® Xeon® Processor E7 v4 Family","Server","E7-8867V4","Launched",2016,14,18,36,2400,45,"Original",165,3143.68,85,350,1050,"64-bit",4672
"Intel® Xeon® Processor E7 v4 Family","Server","E7-8870V4","Launched",2016,14,20,40,2100,50,"Original",140,3143.68,85,350,1050,"64-bit",4672
"Intel® Xeon® Processor E7 v4 Family","Server","E7-8880V4","Launched",2016,14,22,44,2200,55,"Original",150,3143.68,85,350,1050,"64-bit",5895
"Intel® Xeon® Processor E7 v4 Family","Server","E7-8890V4","Launched",2016,14,24,48,2200,60,"Original",165,3143.68,85,350,1050,"64-bit",7174
"Intel® Xeon® Processor E7 v4 Family","Server","E7-8891V4","Launched",2016,14,10,20,2800,60,"Original",165,3143.68,85,350,1050,"64-bit",6841
"Intel® Xeon® Processor E7 v4 Family","Server","E7-8893V4","Launched",2016,14,4,8,3200,60,"Original",140,3143.68,85,350,1050,"64-bit",6841
"Intel® Xeon® Processor E7 v4 Family","Server","E7-8894V4","Launched",2017,14,24,48,2400,60,"Original",165,3143.68,85,350,1050,"64-bit",8898
"Intel® Xeon® Processor E7 v3 Family","Server","E7-4830V3","Launched",2015,22,12,24,2100,30,"Last Level Cache",115,1576.96,85,350,1050,"64-bit",2170
"Intel® Xeon® Processor E7 v3 Family","Server","E7-4820V3","Launched",2015,22,10,20,1900,25,"Last Level Cache",115,1576.96,85,350,1050,"64-bit",1502
"Intel® Xeon® Processor E7 v3 Family","Server","E7-4850V3","Launched",2015,22,14,28,2200,35,"Last Level Cache",115,1576.96,85,350,1050,"64-bit",3003
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8860V3","Launched",2015,22,16,32,2200,40,"Last Level Cache",140,1576.96,85,350,1050,"64-bit",4061
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8867V3","Launched",2015,22,16,32,2500,45,"Original",165,1576.96,85,350,1050,"64-bit",4672
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8870V3","Launched",2015,22,18,36,2100,45,"Last Level Cache",140,1576.96,85,350,1050,"64-bit",4672
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8880V3","Launched",2015,22,18,36,2300,45,"Last Level Cache",150,1576.96,85,350,1050,"64-bit",5895
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8880LV3","Launched",2015,22,18,36,2000,45,"Last Level Cache",115,1576.96,85,350,1050,"64-bit",6063
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8890V3","Launched",2015,22,18,36,2500,45,"Last Level Cache",165,1576.96,85,350,1050,"64-bit",7174
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8891V3","Launched",2015,22,10,20,2800,45,"Last Level Cache",165,1576.96,85,350,1050,"64-bit",6841
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8893V3","Launched",2015,22,4,8,3200,45,"Last Level Cache",140,1576.96,85,350,1050,"64-bit",6841
"Intel® Xeon® Processor E7 v2 Family","Server","E7-2870V2","Launched",2014,22,15,30,2300,30,"Original",130,1576.96,85,350,1050,"64-bit",4227
"Intel® Xeon® Processor E7 v2 Family","Server","E7-2880V2","Launched",2014,22,15,30,2500,37.5,"Original",130,1576.96,85,350,1050,"64-bit",5339
"Intel® Xeon® Processor E7 v2 Family","Server","E7-2890V2","Launched",2014,22,15,30,2800,37.5,"Original",155,1576.96,85,350,1050,"64-bit",6451
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4809V2","Launched",2014,22,6,12,1900,12,"Original",105,1576.96,68,350,1050,"64-bit",1223
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4820V2","Launched",2014,22,8,16,2000,16,"Original",105,1576.96,68,350,1050,"64-bit",1446
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4830V2","Launched",2014,22,10,20,2200,20,"Original",105,1576.96,68,350,1050,"64-bit",2059
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4850V2","Launched",2014,22,12,24,2300,24,"Original",105,1576.96,68,350,1050,"64-bit",2837
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4860V2","Launched",2014,22,12,24,2600,30,"Original",130,1576.96,85,350,1050,"64-bit",3838
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4870V2","Launched",2014,22,15,30,2300,30,"Original",130,1576.96,85,350,1050,"64-bit",4394
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4880V2","Launched",2014,22,15,30,2500,37.5,"Original",130,1576.96,85,350,1050,"64-bit",5506
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4890V2","Launched",2014,22,15,30,2800,37.5,"Original",155,1576.96,85,350,1050,"64-bit",6619
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8893V2","Launched",2014,22,6,12,3400,37.5,"Original",155,1576.96,85,350,1050,"64-bit",6841
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8891V2","Launched",2014,22,10,20,3200,37.5,"Original",155,1576.96,85,350,1050,"64-bit",6841
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8890V2","Launched",2014,22,15,30,2800,37.5,"Original",155,1576.96,85,350,1050,"64-bit",6841
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8880LV2","Launched",2014,22,15,30,2200,37.5,"Original",105,1576.96,85,350,1050,"64-bit",5729
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8880V2","Launched",2014,22,15,30,2500,37.5,"Original",130,1576.96,85,350,1050,"64-bit",5729
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8870V2","Launched",2014,22,15,30,2300,30,"Original",130,1576.96,85,350,1050,"64-bit",4616
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8857V2","Launched",2014,22,12,12,3000,30,"Original",130,1576.96,85,350,1050,"64-bit",3838
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8850V2","Launched",2014,22,12,24,2300,24,"Original",105,1576.96,68,350,1050,"64-bit",3059
"Intel® Xeon® Processor E7 Family","Server","E7-2820","End of Life",2011,32,8,16,2000,18,"SmartCache",105,1044.48,25.6,350,1050,"64-bit",1334
"Intel® Xeon® Processor E7 Family","Server","E7-2830","End of Life",2011,32,8,16,2130,24,"SmartCache",105,1044.48,25.6,350,1050,"64-bit",1779
"Intel® Xeon® Processor E7 Family","Server","E7-2850","End of Life",2011,32,10,20,2000,24,"SmartCache",130,1044.48,25.6,350,1050,"64-bit",2558
"Intel® Xeon® Processor E7 Family","Server","E7-2860","End of Life",2011,32,10,20,2260,24,"SmartCache",130,1044.48,25.6,350,1050,"64-bit",3670
"Intel® Xeon® Processor E7 Family","Server","E7-2870","End of Life",2011,32,10,20,2400,30,"SmartCache",130,1044.48,25.6,350,1050,"64-bit",4227
"Intel® Xeon® Processor E7 Family","Server","E7-4807","End of Life",2011,32,6,12,1860,18,"SmartCache",95,2099.2,25.6,350,1050,"64-bit",890
"Intel® Xeon® Processor E7 Family","Server","E7-4820","End of Life",2011,32,8,16,2000,18,"SmartCache",105,2099.2,25.6,350,1050,"64-bit",1446
"Intel® Xeon® Processor E7 Family","Server","E7-4830","End of Life",2011,32,8,16,2130,24,"SmartCache",105,2099.2,25.6,350,1050,"64-bit",2059
"Intel® Xeon® Processor E7 Family","Server","E7-4850","End of Life",2011,32,10,20,2000,24,"SmartCache",130,2099.2,25.6,350,1050,"64-bit",2837
"Intel® Xeon® Processor E7 Family","Server","E7-4860","End of Life",2011,32,10,20,2260,24,"SmartCache",130,2099.2,25.6,350,1050,"64-bit",3838
"Intel® Xeon® Processor E7 Family","Server","E7-4870","End of Life",2011,32,10,20,2400,30,"SmartCache",130,2099.2,25.6,350,1050,"64-bit",4394
"Intel® Xeon® Processor E7 Family","Server","E7-8830","End of Life",2011,32,8,16,2130,24,"SmartCache",105,4198.4,25.6,350,1050,"64-bit",2280
"Intel® Xeon® Processor E7 Family","Server","E7-8837","End of Life",2011,32,8,8,2660,24,"SmartCache",130,4198.4,25.6,350,1050,"64-bit",2280
"Intel® Xeon® Processor E7 Family","Server","E7-8850","End of Life",2011,32,10,20,2000,24,"SmartCache",130,4198.4,25.6,350,1050,"64-bit",3059
"Intel® Xeon® Processor E7 Family","Server","E7-8860","End of Life",2011,32,10,20,2260,24,"SmartCache",130,4198.4,25.6,350,1050,"64-bit",4061
"Intel® Xeon® Processor E7 Family","Server","E7-8867L","End of Life",2011,32,10,20,2130,30,"SmartCache",105,4198.4,25.6,350,1050,"64-bit",4172
"Intel® Xeon® Processor E7 Family","Server","E7-8870","End of Life",2011,32,10,20,2400,30,"SmartCache",130,4198.4,25.6,350,1050,"64-bit",4616
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5600U","Launched",2015,14,2,4,2600,4,"Original",15,16,25.6,300,950,"64-bit",393
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5650U","Launched",2015,14,2,4,2200,4,"Original",15,16,25.6,300,1000,"64-bit",426
"5th Generation Intel® Core™ i7 Processors","Desktop","i7-5775C","Launched",2015,14,4,8,3300,6,"Original",65,32,25.6,300,1150,"64-bit",371.5
"5th Generation Intel® Core™ i7 Processors","Desktop","i7-5775R","Launched",2015,14,4,8,3300,6,"Original",65,32,29.86,300,1150,"64-bit",348
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5700HQ","Launched",2015,14,4,8,2700,6,"Original",47,32,25.6,300,1050,"64-bit",378
"5th Generation Intel® Core™ i7 Processors","Embedded","i7-5700EQ","Launched",2015,14,4,8,2600,6,"SmartCache",47,32,25.6,300,1000,"64-bit",378
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5750HQ","Launched",2015,14,4,8,2500,6,"Original",47,32,25.6,300,1050,"64-bit",434
"5th Generation Intel® Core™ i7 Processors","Embedded","i7-5850EQ","Launched",2015,14,4,8,2700,6,"SmartCache",47,32,25.6,300,1000,"64-bit",435
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5850HQ","Launched",2015,14,4,8,2700,6,"Original",47,32,25.6,300,1100,"64-bit",434
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5950HQ","Launched",2015,14,4,8,2900,6,"Original",47,32,25.6,300,1150,"64-bit",623
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5500U","Launched",2015,14,2,4,2400,4,"Original",15,16,25.6,300,950,"64-bit",393
"6th Generation Intel® Core™ m Processors","Mobile","M3-6Y30","Launched",2015,14,2,4,900,4,"SmartCache",4.5,16,29.8,300,850,"64-bit",281
"6th Generation Intel® Core™ i3 Processors","Desktop","i3-6098P","Launched",2015,14,2,4,3600,3,"Original",54,64,34.1,350,1050,"64-bit",117
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6287U","Launched",2015,14,2,4,3100,4,"SmartCache",28,32,34.1,300,1100,"64-bit",304
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6267U","Launched",2015,14,2,4,2900,4,"SmartCache",28,32,34.1,300,1050,"64-bit",304
"7th Generation Intel® Core™ m Processors","Mobile","M3-7Y30","Launched",2016,14,2,4,1000,4,"SmartCache",4.5,16,29.8,300,900,"64-bit",281
"7th Generation Intel® Core™ i3 Processors","Mobile","i3-7100H","Launched",2017,14,2,4,3000,3,"Original",35,64,34.1,350,950,"64-bit",225
"7th Generation Intel® Core™ i3 Processors","Mobile","i3-7100U","Launched",2016,14,2,4,2400,3,"SmartCache",15,32,34.1,300,1000,"64-bit",281
"7th Generation Intel® Core™ i3 Processors","Mobile","i3-7167U","Launched",2017,14,2,4,2800,3,"Original",28,32,34.1,300,1000,"64-bit",117
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7100","Launched",2017,14,2,4,3900,3,"SmartCache",51,64,25.6,350,1100,"64-bit",117
"7th Generation Intel® Core™ i3 Processors","Embedded","i3-7100E","Launched",2017,14,2,4,2900,3,"Original",35,64,34.1,350,950,"64-bit",225
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7100T","Launched",2017,14,2,4,3400,3,"SmartCache",35,64,25.6,350,1100,"64-bit",117
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7101TE","Launched",2017,14,2,4,3400,3,"SmartCache",35,64,34.1,350,1100,"64-bit",117
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7101E","Launched",2017,14,2,4,3900,3,"SmartCache",54,64,34.1,350,1100,"64-bit",117
"7th Generation Intel® Core™ i3 Processors","Embedded","i3-7102E","Launched",2017,14,2,4,2100,3,"Original",25,64,34.1,350,950,"64-bit",225
"7th Generation Intel® Core™ i3 Processors","Mobile","i3-7130U","Launched",2017,14,2,4,2700,3,"SmartCache",15,32,34.1,300,1000,"64-bit",142.5
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7300T","Launched",2017,14,2,4,3500,4,"SmartCache",35,64,25.6,350,1100,"64-bit",142.5
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7300","Launched",2017,14,2,4,4000,4,"SmartCache",51,64,25.6,350,1150,"64-bit",142.5
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7320","Launched",2017,14,2,4,4100,4,"SmartCache",51,64,25.6,350,1150,"64-bit",153
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7350K","Launched",2017,14,2,4,4200,4,"SmartCache",60,64,25.6,350,1150,"64-bit",173.5
"7th Generation Intel® Core™ m Processors","Mobile","M3-7Y32","Launched",2017,14,2,4,1100,4,"SmartCache",4.5,16,29.8,300,900,"64-bit",281
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6500U","Launched",2015,14,2,4,2500,4,"SmartCache",15,32,34.1,300,1050,"64-bit",393
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6560U","Announced",2015,14,2,4,2200,4,"SmartCache",15,32,34.1,300,1050,"64-bit",393
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6567U","Announced",2015,14,2,4,3300,4,"SmartCache",28,32,34.1,300,1100,"64-bit",393
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6600U","Launched",2015,14,2,4,2600,4,"SmartCache",15,32,34.1,300,1050,"64-bit",393
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6650U","Launched",2015,14,2,4,2200,4,"SmartCache",15,32,34.1,300,1050,"64-bit",415
